,trial,item_l,item_r,choice,rt,subj,YesNo,response,item,Item_l,Item_r,Item,A,repetitions
4190,77,,,,0.787385,704.0,1.0,0.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
4191,78,,,,0.720132,704.0,1.0,1.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
4192,79,,,,0.68623,704.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
4193,80,,,,0.953387,704.0,1.0,0.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
4194,81,,,,0.786964,704.0,1.0,0.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
4195,82,,,,1.972088,704.0,1.0,0.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
4196,83,,,,0.669553,704.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
4197,84,,,,0.869952,704.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
4198,85,,,,1.588507,704.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
4199,86,,,,2.247011,704.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
4200,87,,,,1.555029,704.0,1.0,0.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
4201,88,,,,0.736833,704.0,1.0,0.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
4202,89,,,,1.021187,704.0,1.0,0.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
4203,90,,,,3.375288,704.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
4204,91,,,,0.787416,704.0,1.0,0.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
4205,92,,,,0.837056,704.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
4206,93,,,,0.70391,704.0,1.0,0.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
4207,94,,,,0.770685,704.0,1.0,1.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
4208,95,,,,0.737379,704.0,1.0,1.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
4209,96,,,,0.618951,704.0,1.0,1.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
4210,97,,,,0.785971,704.0,1.0,0.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
4211,98,,,,0.787403,704.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
4212,99,,,,0.786424,704.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
4213,100,,,,3.290854,704.0,1.0,0.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
4214,101,,,,0.787405,704.0,1.0,0.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
4215,102,,,,0.735858,704.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
4216,103,,,,0.719175,704.0,1.0,0.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
4217,104,,,,0.669576,704.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
4218,105,,,,0.652852,704.0,1.0,0.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
4219,106,,,,0.736854,704.0,1.0,1.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
4220,107,,,,0.803632,704.0,1.0,1.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
4221,108,,,,0.786921,704.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
4222,109,,,,4.10958,704.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
4223,110,,,,1.120447,704.0,1.0,0.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
4224,111,,,,0.418565,704.0,1.0,0.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
4225,112,,,,1.287861,704.0,1.0,1.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
4226,113,,,,1.036925,704.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
4227,114,,,,0.803623,704.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
4228,115,,,,0.787416,704.0,1.0,0.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
4229,116,,,,0.58557,704.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
4230,117,,,,0.753054,704.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
4231,118,,,,0.785912,704.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
4232,119,,,,1.137612,704.0,1.0,0.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
4233,120,,,,0.586531,704.0,1.0,0.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
4234,121,,,,0.553613,704.0,1.0,0.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
4235,122,,,,0.769742,704.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
4236,123,,,,0.886642,704.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
4237,124,,,,4.460256,704.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
4238,125,,,,0.65287,704.0,1.0,0.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
4239,126,,,,0.703436,704.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
4240,127,,,,0.903333,704.0,1.0,1.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
4241,128,,,,0.653313,704.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
4242,129,,,,4.377735,704.0,1.0,0.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
4243,130,,,,0.753064,704.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
4244,131,,,,0.90428,704.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
4245,132,,,,0.785976,704.0,1.0,0.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
4246,133,,,,0.703444,704.0,1.0,0.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
4247,134,,,,0.703429,704.0,1.0,1.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
4248,135,,,,1.721126,704.0,1.0,0.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
4249,136,,,,0.65285,704.0,1.0,1.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
4250,137,,,,0.720612,704.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
4251,138,,,,1.053167,704.0,1.0,0.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
4252,139,,,,0.486324,704.0,1.0,0.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
4253,140,,,,2.339023,704.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
4254,141,,,,0.568889,704.0,1.0,1.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
4255,142,,,,0.703422,704.0,1.0,0.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
4256,143,,,,0.569866,704.0,1.0,0.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
4257,144,,,,0.652396,704.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
4258,145,,,,0.652394,704.0,1.0,0.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
4259,146,,,,0.602289,704.0,1.0,0.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
4260,147,,,,0.785928,704.0,1.0,0.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
4261,148,,,,0.6691,704.0,1.0,1.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
4262,149,,,,1.019745,704.0,1.0,1.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
4263,150,,,,0.620263,704.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
4264,151,,,,0.703911,704.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
4265,152,,,,0.887143,704.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
4266,153,,,,0.637139,704.0,1.0,0.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
4267,154,,,,1.370413,704.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
4268,155,,,,0.920528,704.0,1.0,1.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
4269,156,,,,0.586558,704.0,1.0,1.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
4270,157,,,,0.78646,704.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
4271,158,,,,1.02023,704.0,1.0,0.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
4272,159,,,,0.686263,704.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
4273,160,,,,0.752581,704.0,1.0,0.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
4274,161,,,,1.137127,704.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
4275,162,,,,0.802664,704.0,1.0,0.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
4276,163,,,,1.85473,704.0,1.0,0.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
4277,164,,,,0.702486,704.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
4278,165,,,,0.619974,704.0,1.0,0.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
4279,166,,,,0.669558,704.0,1.0,0.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
4280,167,,,,0.60227,704.0,1.0,0.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
4281,168,,,,0.887614,704.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
4282,169,,,,0.552665,704.0,1.0,1.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
4283,170,,,,1.304696,704.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
4284,1,stim_almondjoy.jpg,stim_butterfinger.jpg,2.0,0.202025,705.0,0.0,,,1.0,3.0,0.0,1.0,
4285,2,stim_milkyway.jpg,stim_mrgoodbar.jpg,1.0,1.08539,705.0,0.0,,,8.0,11.0,0.0,1.0,
4286,3,stim_whoppers.jpg,stim_hundredgrand.jpg,1.0,1.586384,705.0,0.0,,,17.0,6.0,0.0,1.0,
4287,4,stim_almondjoy.jpg,stim_mrgoodbar.jpg,1.0,1.118773,705.0,0.0,,,1.0,11.0,0.0,1.0,
4288,5,stim_skittles.jpg,stim_fruitsnacks.jpg,1.0,0.968517,705.0,0.0,,,14.0,5.0,0.0,1.0,
4289,6,stim_sourpatchkids.jpg,stim_reeses.jpg,1.0,1.586358,705.0,0.0,,,16.0,13.0,0.0,1.0,
4290,7,stim_butterfinger.jpg,stim_hundredgrand.jpg,1.0,0.884994,705.0,0.0,,,3.0,6.0,0.0,1.0,
4291,8,stim_whoppers.jpg,stim_milkyway.jpg,1.0,0.868316,705.0,0.0,,,17.0,8.0,0.0,1.0,
4292,9,stim_almondjoy.jpg,stim_snickers.jpg,1.0,1.436061,705.0,0.0,,,1.0,15.0,0.0,1.0,
4293,10,stim_butterfinger.jpg,stim_fruitsnacks.jpg,1.0,0.851599,705.0,0.0,,,3.0,5.0,0.0,1.0,
4294,11,stim_mmchocolate.jpg,stim_hundredgrand.jpg,1.0,0.88499,705.0,0.0,,,9.0,6.0,0.0,1.0,
4295,12,stim_reeses.jpg,stim_mrgoodbar.jpg,1.0,0.968567,705.0,0.0,,,13.0,11.0,0.0,1.0,
4296,13,stim_reeses.jpg,stim_crunch.jpg,2.0,1.018603,705.0,0.0,,,13.0,4.0,0.0,1.0,
4297,14,stim_mmchocolate.jpg,stim_reeses.jpg,1.0,1.836838,705.0,0.0,,,9.0,13.0,0.0,1.0,
4298,15,stim_milkyway.jpg,stim_butterfinger.jpg,2.0,0.884994,705.0,0.0,,,8.0,3.0,0.0,1.0,
4299,16,stim_fruitsnacks.jpg,stim_mmpeanut.jpg,2.0,0.768091,705.0,0.0,,,5.0,10.0,0.0,1.0,
4300,17,stim_crunch.jpg,stim_butterfinger.jpg,2.0,1.636455,705.0,0.0,,,4.0,3.0,0.0,1.0,
4301,18,stim_mmchocolate.jpg,stim_snickers.jpg,1.0,1.068677,705.0,0.0,,,9.0,15.0,0.0,1.0,
4302,19,stim_babyruth.jpg,stim_mrgoodbar.jpg,1.0,0.834899,705.0,0.0,,,2.0,11.0,0.0,1.0,
4303,20,stim_almondjoy.jpg,stim_skittles.jpg,2.0,0.734699,705.0,0.0,,,1.0,14.0,0.0,1.0,
4304,21,stim_almondjoy.jpg,stim_crunch.jpg,2.0,0.701306,705.0,0.0,,,1.0,4.0,0.0,1.0,
4305,22,stim_almondjoy.jpg,stim_milkyway.jpg,1.0,1.335863,705.0,0.0,,,1.0,8.0,0.0,1.0,
4306,23,stim_mmchocolate.jpg,stim_whoppers.jpg,1.0,1.152172,705.0,0.0,,,9.0,17.0,0.0,1.0,
4307,24,stim_milkyway.jpg,stim_fruitsnacks.jpg,1.0,1.01858,705.0,0.0,,,8.0,5.0,0.0,1.0,
4308,25,stim_butterfinger.jpg,stim_skittles.jpg,1.0,1.202288,705.0,0.0,,,3.0,14.0,0.0,1.0,
4309,26,stim_almondjoy.jpg,stim_babyruth.jpg,1.0,1.886949,705.0,0.0,,,1.0,2.0,0.0,1.0,
4310,27,stim_skittles.jpg,stim_snickers.jpg,1.0,0.651204,705.0,0.0,,,14.0,15.0,0.0,1.0,
4311,28,stim_payday.jpg,stim_reeses.jpg,2.0,1.369282,705.0,0.0,,,12.0,13.0,0.0,1.0,
4312,29,stim_payday.jpg,stim_kitkat.jpg,2.0,1.152194,705.0,0.0,,,12.0,7.0,0.0,1.0,
4313,30,stim_sourpatchkids.jpg,stim_skittles.jpg,1.0,1.369266,705.0,0.0,,,16.0,14.0,0.0,1.0,
4314,31,stim_reeses.jpg,stim_milkyway.jpg,1.0,1.035298,705.0,0.0,,,13.0,8.0,0.0,1.0,
4315,32,stim_sourpatchkids.jpg,stim_mrgoodbar.jpg,1.0,1.052003,705.0,0.0,,,16.0,11.0,0.0,1.0,
4316,33,stim_mmpeanut.jpg,stim_snickers.jpg,1.0,0.768099,705.0,0.0,,,10.0,15.0,0.0,1.0,
4317,34,stim_mmpeanut.jpg,stim_payday.jpg,1.0,1.569686,705.0,0.0,,,10.0,12.0,0.0,1.0,
4318,35,stim_kitkat.jpg,stim_fruitsnacks.jpg,1.0,0.918409,705.0,0.0,,,7.0,5.0,0.0,1.0,
4319,36,stim_milkyway.jpg,stim_babyruth.jpg,1.0,1.018586,705.0,0.0,,,8.0,2.0,0.0,1.0,
4320,37,stim_mmchocolate.jpg,stim_kitkat.jpg,2.0,1.970422,705.0,0.0,,,9.0,7.0,0.0,1.0,
4321,38,stim_payday.jpg,stim_snickers.jpg,2.0,1.352562,705.0,0.0,,,12.0,15.0,0.0,1.0,
4322,39,stim_crunch.jpg,stim_hundredgrand.jpg,1.0,1.051997,705.0,0.0,,,4.0,6.0,0.0,1.0,
4323,40,stim_snickers.jpg,stim_crunch.jpg,2.0,1.051978,705.0,0.0,,,15.0,4.0,0.0,1.0,
4324,41,stim_sourpatchkids.jpg,stim_butterfinger.jpg,2.0,1.001914,705.0,0.0,,,16.0,3.0,0.0,1.0,
4325,42,stim_sourpatchkids.jpg,stim_payday.jpg,1.0,1.068696,705.0,0.0,,,16.0,12.0,0.0,1.0,
4326,43,stim_snickers.jpg,stim_whoppers.jpg,2.0,2.321123,705.0,0.0,,,15.0,17.0,0.0,1.0,
4327,44,stim_milkyway.jpg,stim_mmpeanut.jpg,2.0,0.885024,705.0,0.0,,,8.0,10.0,0.0,1.0,
4328,45,stim_almondjoy.jpg,stim_fruitsnacks.jpg,1.0,1.085394,705.0,0.0,,,1.0,5.0,0.0,1.0,
4329,46,stim_reeses.jpg,stim_almondjoy.jpg,1.0,1.719936,705.0,0.0,,,13.0,1.0,0.0,1.0,
4330,47,stim_snickers.jpg,stim_reeses.jpg,2.0,1.486155,705.0,0.0,,,15.0,13.0,0.0,1.0,
4331,48,stim_hundredgrand.jpg,stim_skittles.jpg,2.0,1.085376,705.0,0.0,,,6.0,14.0,0.0,1.0,
4332,49,stim_crunch.jpg,stim_kitkat.jpg,1.0,0.718011,705.0,0.0,,,4.0,7.0,0.0,1.0,
4333,50,stim_milkyway.jpg,stim_payday.jpg,1.0,0.868321,705.0,0.0,,,8.0,12.0,0.0,1.0,
4334,51,stim_reeses.jpg,stim_fruitsnacks.jpg,1.0,0.751395,705.0,0.0,,,13.0,5.0,0.0,1.0,
4335,52,stim_reeses.jpg,stim_babyruth.jpg,1.0,1.20229,705.0,0.0,,,13.0,2.0,0.0,1.0,
4336,53,stim_mmchocolate.jpg,stim_mrgoodbar.jpg,1.0,4.224785,705.0,0.0,,,9.0,11.0,0.0,1.0,
4337,54,stim_kitkat.jpg,stim_sourpatchkids.jpg,2.0,1.619769,705.0,0.0,,,7.0,16.0,0.0,1.0,
4338,55,stim_babyruth.jpg,stim_kitkat.jpg,2.0,0.834914,705.0,0.0,,,2.0,7.0,0.0,1.0,
4339,56,stim_kitkat.jpg,stim_almondjoy.jpg,1.0,1.61976,705.0,0.0,,,7.0,1.0,0.0,1.0,
4340,57,stim_mrgoodbar.jpg,stim_skittles.jpg,2.0,0.851592,705.0,0.0,,,11.0,14.0,0.0,1.0,
4341,58,stim_mrgoodbar.jpg,stim_payday.jpg,1.0,1.135498,705.0,0.0,,,11.0,12.0,0.0,1.0,
4342,59,stim_skittles.jpg,stim_mmpeanut.jpg,2.0,1.152185,705.0,0.0,,,14.0,10.0,0.0,1.0,
4343,60,stim_babyruth.jpg,stim_butterfinger.jpg,2.0,0.734707,705.0,0.0,,,2.0,3.0,0.0,1.0,
4344,61,stim_kitkat.jpg,stim_reeses.jpg,2.0,1.31918,705.0,0.0,,,7.0,13.0,0.0,1.0,
4345,62,stim_skittles.jpg,stim_kitkat.jpg,2.0,1.319163,705.0,0.0,,,14.0,7.0,0.0,1.0,
4346,63,stim_snickers.jpg,stim_fruitsnacks.jpg,1.0,1.01859,705.0,0.0,,,15.0,5.0,0.0,1.0,
4347,64,stim_payday.jpg,stim_fruitsnacks.jpg,2.0,1.218987,705.0,0.0,,,12.0,5.0,0.0,1.0,
4348,65,stim_butterfinger.jpg,stim_mrgoodbar.jpg,1.0,1.001885,705.0,0.0,,,3.0,11.0,0.0,1.0,
4349,66,stim_crunch.jpg,stim_skittles.jpg,1.0,0.91841,705.0,0.0,,,4.0,14.0,0.0,1.0,
4350,67,stim_milkyway.jpg,stim_snickers.jpg,2.0,1.719958,705.0,0.0,,,8.0,15.0,0.0,1.0,
4351,68,stim_hundredgrand.jpg,stim_kitkat.jpg,2.0,0.951798,705.0,0.0,,,6.0,7.0,0.0,1.0,
4352,69,stim_whoppers.jpg,stim_fruitsnacks.jpg,1.0,1.703251,705.0,0.0,,,17.0,5.0,0.0,1.0,
4353,70,stim_crunch.jpg,stim_fruitsnacks.jpg,1.0,0.734718,705.0,0.0,,,4.0,5.0,0.0,1.0,
4354,71,stim_crunch.jpg,stim_mmpeanut.jpg,1.0,1.31919,705.0,0.0,,,4.0,10.0,0.0,1.0,
4355,72,stim_sourpatchkids.jpg,stim_babyruth.jpg,1.0,1.252386,705.0,0.0,,,16.0,2.0,0.0,1.0,
4356,73,stim_fruitsnacks.jpg,stim_sourpatchkids.jpg,2.0,1.085463,705.0,0.0,,,5.0,16.0,0.0,1.0,
4357,74,stim_milkyway.jpg,stim_skittles.jpg,2.0,1.068688,705.0,0.0,,,8.0,14.0,0.0,1.0,
4358,75,stim_skittles.jpg,stim_payday.jpg,1.0,1.26908,705.0,0.0,,,14.0,12.0,0.0,1.0,
4359,76,stim_reeses.jpg,stim_mmpeanut.jpg,2.0,0.734712,705.0,0.0,,,13.0,10.0,0.0,1.0,
4360,77,stim_mmpeanut.jpg,stim_whoppers.jpg,1.0,0.768111,705.0,0.0,,,10.0,17.0,0.0,1.0,
4361,78,stim_whoppers.jpg,stim_crunch.jpg,2.0,0.751401,705.0,0.0,,,17.0,4.0,0.0,1.0,
4362,79,stim_whoppers.jpg,stim_babyruth.jpg,1.0,0.734723,705.0,0.0,,,17.0,2.0,0.0,1.0,
4363,80,stim_almondjoy.jpg,stim_mmpeanut.jpg,2.0,0.617825,705.0,0.0,,,1.0,10.0,0.0,1.0,
4364,81,stim_sourpatchkids.jpg,stim_whoppers.jpg,1.0,0.818197,705.0,0.0,,,16.0,17.0,0.0,1.0,
4365,82,stim_milkyway.jpg,stim_mmchocolate.jpg,2.0,0.818182,705.0,0.0,,,8.0,9.0,0.0,1.0,
4366,83,stim_butterfinger.jpg,stim_whoppers.jpg,1.0,0.651226,705.0,0.0,,,3.0,17.0,0.0,1.0,
4367,84,stim_mmpeanut.jpg,stim_butterfinger.jpg,2.0,0.768117,705.0,0.0,,,10.0,3.0,0.0,1.0,
4368,85,stim_kitkat.jpg,stim_whoppers.jpg,1.0,1.35258,705.0,0.0,,,7.0,17.0,0.0,1.0,
4369,86,stim_mmpeanut.jpg,stim_kitkat.jpg,1.0,0.884999,705.0,0.0,,,10.0,7.0,0.0,1.0,
4370,87,stim_babyruth.jpg,stim_mmpeanut.jpg,2.0,0.634508,705.0,0.0,,,2.0,10.0,0.0,1.0,
4371,88,stim_crunch.jpg,stim_mmchocolate.jpg,1.0,1.252358,705.0,0.0,,,4.0,9.0,0.0,1.0,
4372,89,stim_butterfinger.jpg,stim_mmchocolate.jpg,1.0,1.452768,705.0,0.0,,,3.0,9.0,0.0,1.0,
4373,90,stim_mmpeanut.jpg,stim_hundredgrand.jpg,1.0,0.6345,705.0,0.0,,,10.0,6.0,0.0,1.0,
4374,91,stim_fruitsnacks.jpg,stim_babyruth.jpg,2.0,1.502867,705.0,0.0,,,5.0,2.0,0.0,1.0,
4375,92,stim_kitkat.jpg,stim_butterfinger.jpg,2.0,0.951825,705.0,0.0,,,7.0,3.0,0.0,1.0,
4376,93,stim_babyruth.jpg,stim_mmchocolate.jpg,2.0,1.051985,705.0,0.0,,,2.0,9.0,0.0,1.0,
4377,94,stim_whoppers.jpg,stim_skittles.jpg,2.0,1.085385,705.0,0.0,,,17.0,14.0,0.0,1.0,
4378,95,stim_mmchocolate.jpg,stim_payday.jpg,1.0,1.035311,705.0,0.0,,,9.0,12.0,0.0,1.0,
4379,96,stim_milkyway.jpg,stim_kitkat.jpg,2.0,1.586347,705.0,0.0,,,8.0,7.0,0.0,1.0,
4380,97,stim_payday.jpg,stim_babyruth.jpg,2.0,0.935085,705.0,0.0,,,12.0,2.0,0.0,1.0,
4381,98,stim_whoppers.jpg,stim_payday.jpg,1.0,1.603062,705.0,0.0,,,17.0,12.0,0.0,1.0,
4382,99,stim_mmchocolate.jpg,stim_skittles.jpg,1.0,1.402662,705.0,0.0,,,9.0,14.0,0.0,1.0,
4383,100,stim_milkyway.jpg,stim_hundredgrand.jpg,1.0,1.102092,705.0,0.0,,,8.0,6.0,0.0,1.0,
4384,101,stim_reeses.jpg,stim_butterfinger.jpg,2.0,0.768111,705.0,0.0,,,13.0,3.0,0.0,1.0,
4385,102,stim_almondjoy.jpg,stim_mmchocolate.jpg,2.0,1.001882,705.0,0.0,,,1.0,9.0,0.0,1.0,
4386,103,stim_snickers.jpg,stim_mrgoodbar.jpg,1.0,1.001905,705.0,0.0,,,15.0,11.0,0.0,1.0,
4387,104,stim_mrgoodbar.jpg,stim_fruitsnacks.jpg,2.0,1.486155,705.0,0.0,,,11.0,5.0,0.0,1.0,
4388,105,stim_hundredgrand.jpg,stim_snickers.jpg,2.0,1.21897,705.0,0.0,,,6.0,15.0,0.0,1.0,
4389,106,stim_milkyway.jpg,stim_crunch.jpg,2.0,0.701304,705.0,0.0,,,8.0,4.0,0.0,1.0,
4390,107,stim_mmpeanut.jpg,stim_mmchocolate.jpg,1.0,1.285776,705.0,0.0,,,10.0,9.0,0.0,1.0,
4391,108,stim_hundredgrand.jpg,stim_reeses.jpg,2.0,1.035285,705.0,0.0,,,6.0,13.0,0.0,1.0,
4392,109,stim_payday.jpg,stim_crunch.jpg,2.0,1.102094,705.0,0.0,,,12.0,4.0,0.0,1.0,
4393,110,stim_mmpeanut.jpg,stim_mrgoodbar.jpg,1.0,0.935119,705.0,0.0,,,10.0,11.0,0.0,1.0,
4394,111,stim_sourpatchkids.jpg,stim_almondjoy.jpg,1.0,1.085392,705.0,0.0,,,16.0,1.0,0.0,1.0,
4395,112,stim_skittles.jpg,stim_reeses.jpg,1.0,1.335864,705.0,0.0,,,14.0,13.0,0.0,1.0,
4396,113,stim_whoppers.jpg,stim_almondjoy.jpg,2.0,1.319163,705.0,0.0,,,17.0,1.0,0.0,1.0,
4397,114,stim_hundredgrand.jpg,stim_mrgoodbar.jpg,1.0,1.686566,705.0,0.0,,,6.0,11.0,0.0,1.0,
4398,115,stim_kitkat.jpg,stim_mrgoodbar.jpg,1.0,1.369283,705.0,0.0,,,7.0,11.0,0.0,1.0,
4399,116,stim_babyruth.jpg,stim_snickers.jpg,2.0,1.469466,705.0,0.0,,,2.0,15.0,0.0,1.0,
4400,117,stim_babyruth.jpg,stim_hundredgrand.jpg,1.0,1.786739,705.0,0.0,,,2.0,6.0,0.0,1.0,
4401,118,stim_sourpatchkids.jpg,stim_snickers.jpg,1.0,0.901701,705.0,0.0,,,16.0,15.0,0.0,1.0,
4402,119,stim_fruitsnacks.jpg,stim_hundredgrand.jpg,1.0,1.753339,705.0,0.0,,,5.0,6.0,0.0,1.0,
4403,120,stim_hundredgrand.jpg,stim_payday.jpg,1.0,1.1355,705.0,0.0,,,6.0,12.0,0.0,1.0,
4404,121,stim_payday.jpg,stim_butterfinger.jpg,2.0,0.634527,705.0,0.0,,,12.0,3.0,0.0,1.0,
4405,122,stim_sourpatchkids.jpg,stim_mmchocolate.jpg,1.0,2.73859,705.0,0.0,,,16.0,9.0,0.0,1.0,
4406,123,stim_snickers.jpg,stim_kitkat.jpg,2.0,1.385961,705.0,0.0,,,15.0,7.0,0.0,1.0,
4407,124,stim_sourpatchkids.jpg,stim_milkyway.jpg,1.0,1.085378,705.0,0.0,,,16.0,8.0,0.0,1.0,
4408,125,stim_whoppers.jpg,stim_reeses.jpg,2.0,1.152183,705.0,0.0,,,17.0,13.0,0.0,1.0,
4409,126,stim_crunch.jpg,stim_sourpatchkids.jpg,1.0,1.536377,705.0,0.0,,,4.0,16.0,0.0,1.0,
4410,127,stim_crunch.jpg,stim_babyruth.jpg,1.0,0.968525,705.0,0.0,,,4.0,2.0,0.0,1.0,
4411,128,stim_snickers.jpg,stim_butterfinger.jpg,2.0,0.784808,705.0,0.0,,,15.0,3.0,0.0,1.0,
